1403715279.012143 0.068663 0.016166 0.050363 0.804500 -0.015381 0.593570 0.014754
1403715279.112143 0.087953 0.023338 0.047478 0.802970 -0.013783 0.595621 0.016870
1403715279.212143 0.124671 0.030022 0.042460 0.810824 -0.009973 0.584930 0.017910
1403715279.312143 0.147993 0.033176 0.032661 0.815719 -0.011115 0.577905 0.022456
1403715279.412143 0.164212 0.034579 0.025659 0.809744 -0.012539 0.586269 0.021108
1403715279.512143 0.170474 0.029774 0.031624 0.796989 -0.023174 0.602491 0.035717
1403715279.612143 0.169434 0.016438 0.040685 0.786107 -0.048978 0.611511 0.075440
1403715279.712143 0.160135 0.000522 0.055419 0.779874 -0.088944 0.604308 0.136739
1403715279.812143 0.159157 -0.001475 0.065706 0.778777 -0.098612 0.600753 0.151254
1403715279.912143 0.156415 0.001914 0.079721 0.778814 -0.099789 0.600124 0.152781
1403715280.012143 0.153276 0.004428 0.094604 0.783277 -0.101511 0.593995 0.152780
1403715280.112143 0.152627 0.005235 0.108398 0.791848 -0.102040 0.581983 0.154467
1403715280.212143 0.154808 0.005754 0.125196 0.794915 -0.098693 0.576519 0.161231
1403715280.312143 0.182629 -0.004468 0.139781 0.801757 -0.094238 0.563833 0.174349
1403715280.412143 0.198250 -0.000584 0.159062 0.799069 -0.090313 0.567321 0.177426
1403715280.512143 0.250102 0.042392 0.158715 0.862639 -0.042539 0.487437 0.128252
1403715280.612143 0.271995 0.047469 0.181295 0.857885 -0.060416 0.492512 0.133475
1403715280.712143 0.293780 0.050749 0.205204 0.852783 -0.079349 0.496210 0.142268
1403715280.812143 0.314817 0.048627 0.222863 0.847833 -0.100212 0.497308 0.154344
1403715280.912143 0.332659 0.044911 0.237130 0.841920 -0.119120 0.499080 0.167034
1403715281.012143 0.348492 0.042707 0.248568 0.837420 -0.131833 0.501225 0.173556
1403715281.112143 0.368523 0.044908 0.260418 0.835692 -0.137160 0.502931 0.172821
1403715281.212143 0.393844 0.048752 0.267636 0.834691 -0.138555 0.506558 0.165807
1403715281.312143 0.421885 0.048383 0.272266 0.833639 -0.142986 0.509264 0.158910
1403715281.412143 0.441348 0.048507 0.279878 0.831933 -0.151873 0.509079 0.160190
1403715281.512143 0.464942 0.043903 0.279329 0.827814 -0.163303 0.511142 0.163675
1403715281.612143 0.484746 0.042363 0.277417 0.822601 -0.178199 0.512414 0.170309
1403715281.712143 0.500789 0.043132 0.272987 0.815829 -0.197479 0.512661 0.180566
1403715281.812143 0.514316 0.043369 0.268759 0.808377 -0.219101 0.511429 0.192255
1403715281.912143 0.528005 0.042724 0.262796 0.800100 -0.240046 0.510598 0.203736
1403715282.012143 0.542617 0.039720 0.253764 0.791494 -0.261212 0.509295 0.214297
1403715282.112143 0.561539 0.038607 0.243424 0.783768 -0.279298 0.507138 0.224747
1403715282.212143 0.580692 0.032588 0.231144 0.775771 -0.296874 0.504918 0.234740
1403715282.312143 0.602971 0.026272 0.220005 0.768199 -0.314731 0.500823 0.244929
1403715282.412143 0.628343 0.021470 0.208967 0.760857 -0.331553 0.495070 0.257051
1403715282.512143 0.657598 0.019702 0.196984 0.751698 -0.349745 0.490487 0.268423
1403715282.612143 0.693487 0.018377 0.185125 0.742248 -0.365714 0.487036 0.279495
1403715282.712143 0.727691 0.016827 0.171455 0.731174 -0.382209 0.485588 0.288972
1403715282.812143 0.766055 0.017251 0.156997 0.720304 -0.399874 0.483436 0.295894
1403715282.912143 0.806368 0.017763 0.142163 0.709558 -0.414924 0.480162 0.306283
1403715283.012143 0.840778 0.019316 0.126652 0.698260 -0.431113 0.476291 0.315785
1403715283.112143 0.884259 0.024998 0.110128 0.686096 -0.447852 0.473409 0.323395
1403715283.212143 0.920697 0.030541 0.093667 0.673444 -0.464383 0.471405 0.329543
1403715283.312143 0.955412 0.035472 0.078245 0.661567 -0.479726 0.467778 0.336714
1403715283.412143 0.988765 0.041598 0.063222 0.651569 -0.493421 0.462141 0.344121
1403715283.512143 1.020337 0.047593 0.049763 0.644061 -0.507060 0.452334 0.351382
1403715283.612143 1.046564 0.055657 0.037534 0.639165 -0.518083 0.441230 0.358292
1403715283.712143 1.075219 0.062564 0.025263 0.635516 -0.525364 0.433467 0.363618
1403715283.812143 1.103742 0.064553 0.014052 0.631381 -0.529995 0.431247 0.366729
1403715283.912143 1.136120 0.065405 0.001752 0.627722 -0.531880 0.431548 0.369912
1403715284.012143 1.162165 0.066347 -0.009422 0.626567 -0.534094 0.430546 0.369850
1403715284.112143 1.190606 0.066624 -0.022908 0.628235 -0.536293 0.428491 0.366204
1403715284.212143 1.216929 0.064984 -0.036718 0.628584 -0.539055 0.429991 0.359737
1403715284.312143 1.252253 0.059331 -0.053267 0.627426 -0.542192 0.433868 0.352310
1403715284.412143 1.281338 0.050814 -0.063830 0.628836 -0.539726 0.436342 0.350523
1403715284.512143 1.308161 0.040524 -0.072272 0.633825 -0.531952 0.435523 0.354418
1403715284.612143 1.320765 0.025894 -0.077367 0.637311 -0.523814 0.436331 0.359262
1403715284.712143 1.343512 0.007316 -0.084587 0.640748 -0.517479 0.436789 0.361765
1403715284.812143 1.354641 -0.010618 -0.088170 0.640879 -0.514682 0.436923 0.365343
1403715284.912143 1.376002 -0.028461 -0.093005 0.634428 -0.517583 0.439197 0.369750
1403715285.012143 1.383995 -0.045476 -0.093170 0.619903 -0.526808 0.442595 0.377231
1403715285.112143 1.397056 -0.062996 -0.092937 0.604420 -0.538766 0.441221 0.386951
1403715285.212143 1.409148 -0.075635 -0.092549 0.592050 -0.554627 0.432616 0.393330
1403715285.312143 1.412904 -0.086352 -0.086620 0.582952 -0.571080 0.424335 0.392396
1403715285.412143 1.410232 -0.090234 -0.065513 -0.577185 0.586034 -0.414168 -0.389726
1403715285.512143 1.409123 -0.094948 -0.031369 -0.574403 0.594407 -0.408158 -0.387490
1403715285.612143 1.405858 -0.100127 0.011968 -0.570684 0.599542 -0.407431 -0.385836
1403715285.712143 1.398569 -0.106827 0.057335 -0.568751 0.602423 -0.406294 -0.385401
1403715285.812143 1.385519 -0.116672 0.100331 -0.567900 0.601600 -0.405071 -0.389209
1403715285.912143 1.370882 -0.129346 0.141281 -0.571191 0.597925 -0.399059 -0.396206
1403715286.012143 1.351147 -0.142900 0.172971 -0.576243 0.594673 -0.391179 -0.401606
1403715286.112143 1.332650 -0.159373 0.201639 -0.578739 0.593084 -0.386686 -0.404705
1403715286.212143 1.316592 -0.180706 0.229762 -0.577198 0.596032 -0.387557 -0.401731
1403715286.312143 1.299437 -0.204413 0.255155 -0.577062 0.596896 -0.387208 -0.400980
1403715286.412143 1.282695 -0.227506 0.278236 -0.577467 0.595487 -0.386387 -0.403276
1403715286.512143 1.268894 -0.262128 0.301800 -0.578579 0.593705 -0.384110 -0.406473
1403715286.612143 1.254368 -0.288750 0.320993 -0.575893 0.593282 -0.384589 -0.410433
1403715286.712143 1.242545 -0.328691 0.344515 -0.567289 0.594823 -0.385992 -0.418783
1403715286.812143 1.226090 -0.366675 0.365499 -0.558599 0.600548 -0.381922 -0.425964
1403715286.912143 1.205518 -0.404672 0.383491 -0.554874 0.609701 -0.372481 -0.426189
1403715287.012143 1.187790 -0.439914 0.395695 -0.552162 0.616067 -0.363941 -0.427933
1403715287.112143 1.177592 -0.476108 0.409073 -0.548760 0.619620 -0.358875 -0.431442
1403715287.212143 1.170488 -0.514191 0.423358 -0.543243 0.619238 -0.359670 -0.438257
1403715287.312143 1.165840 -0.552966 0.437411 -0.537882 0.618543 -0.362208 -0.443726
1403715287.412143 1.164177 -0.589024 0.448605 -0.533647 0.619845 -0.364844 -0.444861
1403715287.512143 1.165374 -0.622031 0.460016 -0.527413 0.625008 -0.368913 -0.441705
1403715287.612143 1.165641 -0.653387 0.475687 -0.517569 0.634266 -0.369494 -0.439663
1403715287.712143 1.161399 -0.682544 0.490931 -0.504294 0.646079 -0.365742 -0.441024
1403715287.812143 1.152401 -0.710580 0.511474 -0.490133 0.656027 -0.357444 -0.449034
1403715287.912143 1.138912 -0.735618 0.529009 -0.474089 0.665307 -0.345344 -0.461892
1403715288.012143 1.122311 -0.759341 0.546112 -0.455646 0.675339 -0.330926 -0.476227
1403715288.112143 1.105483 -0.778779 0.561846 -0.436303 0.685763 -0.319160 -0.487346
1403715288.212143 1.088688 -0.794299 0.571381 -0.422811 0.694263 -0.308652 -0.493927
1403715288.312143 1.071370 -0.808562 0.570499 -0.414640 0.700000 -0.300076 -0.498023
1403715288.412143 1.054489 -0.822436 0.559222 -0.409201 0.704157 -0.296013 -0.499092
1403715288.512143 1.038459 -0.834486 0.548684 -0.405766 0.706053 -0.295293 -0.499645
1403715288.612143 1.021617 -0.844970 0.550763 -0.403581 0.707752 -0.296747 -0.498147
1403715288.712143 1.006600 -0.849724 0.565741 -0.403517 0.708176 -0.297123 -0.497372
1403715288.812143 0.990294 -0.853090 0.582167 -0.407274 0.707104 -0.293324 -0.498090
1403715288.912143 0.971825 -0.853720 0.587956 0.409795 -0.706432 0.286944 0.500685
1403715289.012143 0.949376 -0.855489 0.582239 0.407133 -0.709065 0.279981 0.503071
1403715289.112143 0.932306 -0.852451 0.561576 0.400773 -0.714102 0.272288 0.505272
1403715289.212143 0.911742 -0.851921 0.533157 0.395069 -0.717846 0.263606 0.509048
1403715289.312143 0.895076 -0.850034 0.503838 0.388219 -0.722493 0.255344 0.511947
1403715289.412143 0.878399 -0.850236 0.472011 0.378167 -0.728547 0.246084 0.515415
1403715289.512143 0.863238 -0.852789 0.436720 0.365447 -0.736850 0.236427 0.517304
1403715289.612143 0.850891 -0.859434 0.398452 0.351602 -0.745061 0.226876 0.519411
1403715289.712143 0.839482 -0.869068 0.358694 0.341271 -0.752484 0.219457 0.518787
1403715289.812143 0.828155 -0.883302 0.322197 0.335655 -0.755274 0.215386 0.520102
1403715289.912143 0.818934 -0.900233 0.301995 0.332190 -0.755920 0.217008 0.520713
1403715290.012143 0.809560 -0.920855 0.289243 0.333719 -0.756231 0.218610 0.518610
1403715290.112143 0.801503 -0.945211 0.291585 0.337758 -0.752833 0.221743 0.519608
1403715290.212143 0.792243 -0.970652 0.302140 0.344992 -0.750566 0.223458 0.517395
1403715290.312143 0.786128 -1.002229 0.317772 0.351114 -0.750914 0.225633 0.511798
1403715290.412143 0.779545 -1.036374 0.330088 0.354410 -0.753084 0.228880 0.504848
1403715290.512143 0.771131 -1.074689 0.339580 0.355606 -0.754072 0.232253 0.500977
